Moisture (14%) ,Foreign Matter (0.5%),Broken (15%),Red & Chalky grains (7%),Damaged Grain (2%),Discolored grain(2%),Mixed ( lower class) (10%) (Other Grain),Final Value,Grade
13.5,0.1,12.3,1.9,1.2,1.4,8.9,8.261,B
13.1,0.3,12.9,2.5,1.7,1.8,9.6,8.249,B
13.9,0.1,14.3,3.2,1.9,1.9,9.1,8.814,C
13,0.2,14.2,4.8,1.2,1.5,9.3,8.428,B
13.8,0.4,14.9,4.4,1.4,1.2,9.3,8.91,C
13,0.1,14.6,3.6,1.5,1.6,9.1,8.386,B
13.8,0.1,13.7,4.5,1.2,1.6,8.1,8.741,C
13,0.5,14.2,4.6,0.9,1.2,8.1,8.444,B
13.9,0.3,13.2,4.8,0.6,1.3,8.9,8.754,C
12.7,0.2,13.4,4.1,1.3,1.4,9.1,8.151,B
13.9,0.2,13.8,4.2,1.2,1.5,9.3,8.796,C
13,0.2,14.7,4.1,1.3,1.2,9.1,8.423,B
13.8,0.3,14.2,5.1,0.9,1.2,8.4,8.839,C
12.7,0.3,13.2,5.1,0.4,1.6,7.7,8.175,B
13.8,0.2,14.8,5.1,1.9,1.4,8.4,8.947,C
12.8,0.3,14.8,5.2,0.5,1.5,9.1,8.394,B
13.8,0.2,14.6,5.8,1.9,1.3,9.2,8.972,C
13,0.3,13.3,5.2,1.3,1.4,8.9,8.388,B
13.8,0.2,13.8,5.2,1.5,1.2,9.6,8.822,C
12,0.3,12.5,5.6,1.4,1.6,7.7,7.85,B
13,0.4,10.8,5.3,1.6,1.6,9.1,8.191,B
13.1,0.5,14.2,5.4,1.5,1.3,9.2,8.59,B
12.9,0.5,12.3,5.6,0.7,1.2,8.9,8.262,B
13,0.5,12.9,3.2,1.2,1.4,9.6,8.242,B
12.6,0.3,14.3,3.1,1.6,1.2,9.2,8.151,B
12.6,0.2,12.9,3.8,1.3,1.5,9.1,8.034,B
12,0.5,14.2,3.8,0.8,1.9,8.7,7.91,B
13,0.5,13.5,3.8,0.9,1.4,8.7,8.326,B
13.9,0.4,13.6,3.8,0.3,1.5,9.2,8.734,C
13,0.1,12.9,3.1,1.5,1.2,8.7,8.165,B
13.3,0.3,12.4,4.3,1.6,1.5,8.1,8.407,B
13.3,0.1,12.8,4.6,1.4,1.4,4.6,8.412,B
13.1,0.5,10.6,4.1,1.3,1.5,4.6,8.135,B
13.8,0.4,12.6,3.7,1.8,1.6,8.2,8.671,C
13,0.2,13.7,3.8,1.6,1.2,7.7,8.32,B
12.9,0.2,13.6,4.3,0.9,1.3,9.1,8.257,B
13,0.1,14.6,3.9,0.4,1.2,9.2,8.325,B
12.7,0.1,13.6,4.3,0.3,1.8,8.9,8.121,B
12.8,0.2,13.5,4.4,0.9,1.2,9.6,8.2,B
13,0.2,10.2,3.7,0.4,1.7,9.1,7.911,B
13.8,0.1,11.9,3.5,1.6,1.9,8.7,8.527,B
12,0.3,14.9,4.7,1.6,1.2,8.7,8.023,B
13.1,0.3,14.6,4.1,1.4,1.4,6.8,8.497,B
12.6,0.3,13.7,5.2,1.5,1.6,8.1,8.248,B
12.4,0.3,14.2,5.8,1.6,1.2,7.4,8.23,B
13.2,0.2,12.3,3.2,0.8,1.3,6.2,8.194,B
13.2,0.2,13.4,3.5,1.2,1.4,6.1,8.353,B
13.1,0.1,13.8,5.2,1.9,1.5,7.3,8.488,B
13.7,0.3,14.7,3.2,0.5,1.2,5.6,8.682,C
13.2,0.2,14.2,2.8,1.9,1.2,5.8,8.418,B
13.2,0.4,13.2,4.5,1.3,1.6,5.2,8.457,B
13.2,0.2,14.8,4.2,1.5,1.4,5.2,8.56,B
13.4,0.2,14.8,3.8,1.4,1.5,5.6,8.63,B
13.3,0.2,14.6,5.4,1.6,1.3,5.3,8.676,C
13.2,0.1,13.3,5.7,1.5,1.4,5.4,8.495,B
13.5,0.3,13.8,5.6,0.7,1.2,5.6,8.672,C
13.4,0.2,14.2,5.2,1.2,1.6,3.2,8.66,B
13.3,0.3,10.8,5.6,1.6,1.6,3.1,8.342,B
13.3,0.1,14.2,5.2,1.3,1.3,3.8,8.584,B
13.1,0.4,12.3,5.1,0.8,1.2,3.8,8.313,B
13.2,0.1,12.9,4.9,0.9,1.4,3.8,8.363,B
13.5,0.2,14.3,5.1,0.3,1.2,9.3,8.643,B
13.9,0.2,14.2,4.8,1.5,1.5,9.3,8.896,C
12.5,0.2,13.7,5.1,1.6,1.9,9.1,8.189,B
13.8,0.3,12.4,4.3,1.4,1.4,8.1,8.641,B
13.9,0.4,14.6,5.9,1.3,1.5,8.1,9.041,C
14,0.2,13.6,4.1,1.8,1.2,8.9,8.843,C
12.4,0.1,13.5,5.6,1.1,1.5,9.1,8.088,B
14,0.4,12.9,4.8,0.9,1.4,9.3,8.816,C
14,0,12.4,5.9,0.4,1.5,9.1,8.737,C
13.9,0.1,14.6,4.3,0.3,1.6,8.4,8.813,C
12.5,0,13.3,5.7,0.9,1.2,7.7,8.081,B
11.9,0.4,13.8,4.5,0.4,1.3,8.4,7.801,A
13.6,0.5,14.2,3.8,1.6,1.2,9.1,8.73,C
13.6,0.2,10.8,4.3,1.6,1.8,9.2,8.389,B
12.9,0.2,14.2,4.6,1.4,1.2,8.9,8.364,B
13.5,0.3,12.3,4.1,1.5,1.7,9.6,8.485,B
14,0.2,12.9,3.7,1.6,1.9,7.7,8.761,C
13.6,0.2,14.3,3.8,0.8,1.2,9.1,8.632,B
13.2,0.4,14.2,4.1,1.2,1.2,9.2,8.507,B
13.5,0.1,13.9,4.3,1.8,1.3,8.9,8.621,B
13.5,0.4,13.3,3.9,1.5,1.6,9.6,8.587,B
13.1,0.1,12.7,4.3,1.3,1.3,9.2,8.271,B
13.9,0.2,12.8,4.1,1.5,0.8,9.1,8.679,C
13,0,13.9,4.3,1.6,1.9,8.7,8.363,B
13.8,0.3,14.2,3.7,1.4,1.3,8.7,8.775,C
13,0.1,13.6,5.4,1.1,1.5,9.2,8.384,B
13.8,0.1,13.2,4.2,1.6,1.6,9.4,8.694,C
13,0.3,14.9,4.9,1.6,1.4,8.7,8.545,B
13.9,0.1,16.5,4.5,1.5,1.3,6.9,9.077,C
12.9,0.2,12.3,4.6,1.9,1.8,4.2,8.228,B
13.9,0.4,14.8,4.4,1.5,1.6,6.9,8.972,C
12,0.1,13.5,5.3,1.3,0.9,8.2,7.855,B
14,0.1,12.5,5.9,1.4,0.4,4.9,8.783,C
13.1,0.5,14.7,5.7,1.7,0.3,5.2,8.633,B
13.3,0.3,12.4,4.3,1.6,0.9,8.7,8.383,B
13.1,0.2,12.8,5.8,1.6,0.5,9.3,8.392,B
13.2,0.2,10.6,3.9,1.9,1.6,9.1,8.151,B
13.1,0.1,12.6,4.3,1.5,1.6,8.1,8.285,B
13,0.2,13.7,4.9,1.3,1.4,8.1,8.387,B
12.9,0.1,13.6,4.9,1.9,1.5,8.9,8.347,B
12,0.1,14.6,3.3,1.4,1.6,9.1,7.859,B
12.5,0.1,13.6,3.1,1.2,1.8,9.3,7.991,B
12,0.2,13.5,4.9,1.6,1.2,9.1,7.877,B
13.1,0.1,10.2,2.8,1.2,1.9,8.4,7.934,B
13.3,0.2,14.9,3.4,1.2,0.5,7.7,8.51,B
12.3,0.1,14.9,4.5,1.2,1.9,8.4,8.123,B
12.4,0.1,14.6,3.8,0.3,1.3,9.1,8.016,B
12.7,0.1,13.7,4.9,1.6,1.5,9.2,8.239,B
12.4,0.2,14.2,4.5,1.2,1.4,8.9,8.103,B
12.4,0.2,12.3,5.9,1.8,1.6,9.6,8.055,B
12.6,0.1,13.4,2.7,1.8,1.5,7.7,8.017,B
12.5,0.3,13.8,2.8,1.6,0.7,9.1,8.01,B
12.7,0.3,14.7,3.3,1.3,1.2,9.2,8.237,B
13,0.1,14.2,3.9,1.4,1.6,8.9,8.361,B
12.7,0.3,13.2,3.5,1.5,1.3,9.6,8.117,B
13.1,0.2,14.8,5.2,1.2,0.8,9.2,8.538,B
12.3,0.2,14.8,5.8,1.3,0.9,9.1,8.19,B
12.7,0.1,14.6,5.2,1.1,0.3,8.7,8.272,B
12.9,0.3,13.3,2.8,1.1,1.5,8.7,8.162,B
13.9,0.2,13.8,3.2,1.6,1.6,9.2,8.754,C
14,0.4,14.2,4.5,1.5,1.4,7.9,8.961,C
12.8,0.4,10.8,3.4,1.4,1.3,6.3,7.934,B
12.8,0.4,14.2,3.9,1.8,1.8,9.6,8.353,B
12.6,0.1,12.3,3.5,1.9,1.1,9.1,7.953,B
12.9,0.4,12.9,4.5,1.5,0.9,9.3,8.261,B
13.2,0.1,14.3,3.5,1.2,0.4,9.3,8.383,B
13.1,0.2,14.2,3.2,1.6,0.3,9.1,8.342,B
12,0,14.9,3.2,1.6,0.9,8.1,7.846,B
12.2,0.3,14.6,3.2,1.2,0.4,8.1,7.932,B
13.9,0.1,13.7,4.9,1.3,1.6,8.9,8.825,C
13.3,0.1,14.2,3.5,1.4,1.6,9.6,8.483,B
13.1,0.3,13.2,3.9,1.5,1.4,9.1,8.349,B
13,0.1,13.4,3.6,1.2,1.5,9.3,8.244,B
13.1,0.2,13.8,3.3,1.2,1.6,9.3,8.337,B
12.1,0.4,14.7,3.2,1.6,0.8,9.1,7.952,B
12,0.1,14.2,3.5,1.4,1.2,8.1,7.817,A
12.5,0.1,13.2,3.1,1.5,1.8,8.1,7.969,B
12.5,0.5,14.8,2.8,1.3,1.5,8.9,8.164,B
13.9,0.3,14.8,3.6,1.4,1.3,9.1,8.878,C
12.7,0.2,14.6,3.5,1.2,1.5,9.3,8.227,B
12.6,0.2,13.3,3.6,1.6,1.6,9.1,8.082,B
12.5,0,13.8,3.2,1.6,1.4,8.4,8.006,B
12.9,0.1,12.5,3.1,1.3,1.1,7.7,8.059,B
12.6,0.1,10.8,4.3,1.2,1.6,8.4,7.837,B
12.8,0.2,14.2,2.8,1.4,1.6,9.1,8.204,B
12.3,0.1,12.3,3.6,1.2,1.5,9.2,7.784,A
12.3,0.2,12.9,2.5,1.5,1.9,8.9,7.821,A
12.5,0.1,14.3,1.9,1.9,1.5,9.6,8.007,B
12.4,0.2,13.2,2.5,1.4,1.3,7.7,7.871,B
12.8,0.1,14.2,3.1,1.5,1.4,8.2,8.203,B
13.1,0.1,13.5,2.8,1.2,1.7,9.2,8.256,B
12.9,0,13.6,3.6,1.5,1.6,8.9,8.216,B
12.6,0.2,14.2,3.5,1.4,0.5,9.6,8.109,B
12.8,0.3,12.4,3.6,1.5,1.9,9.2,8.118,B
13.2,0.1,12.8,3.2,1.6,1.5,9.1,8.28,B
12.8,0.1,10.6,3.1,1.2,1.3,8.7,7.821,A
13.8,0.2,12.6,4.3,1.3,1.9,8.7,8.655,B
13.2,0,13.7,2.8,1.2,1.4,9.2,8.294,B
12.1,0.1,13.6,3.6,1.8,1.2,8.7,7.838,B
12.9,0.1,14.6,2.5,1.2,1.6,8.1,8.241,B
12.9,0.1,13.6,1.9,1.7,1.2,4.6,8.113,B
12.5,0.2,13.5,2.5,1.9,1.2,4.6,7.977,B
14,0.1,10.2,3.2,1.2,1.2,8.2,8.384,B
13.9,0,11.9,3.5,1.2,0.3,7.7,8.469,B
12.7,0.1,14.9,4.5,1.3,1.6,9.1,8.317,B
12.6,0.2,14.6,4.6,1.6,1.2,9.2,8.266,B
12.8,0.1,13.7,4.8,1.3,1.8,8.9,8.276,B
12.7,0.2,14.2,4.1,0.8,1.8,9.6,8.217,B
12.8,0.1,12.3,4.2,1.9,1.6,9.1,8.122,B
13.1,0.2,13.4,4.1,1.3,1.3,8.7,8.347,B
13.2,0.4,13.8,5.1,1.5,1.4,8.7,8.563,B
13,0.2,14.7,5.1,1.6,1.5,6.8,8.523,B
13,0.3,14.2,5.1,1.4,1.2,8.1,8.469,B
12,0.3,13.2,5.2,1.3,1.3,7.4,7.874,B
12.5,0.4,14.8,5.8,1.8,1.1,6.2,8.368,B
12.55,0.2,14.8,5.2,1.6,1.1,6.1,8.299,B
11.6,0.3,14.6,5.2,0.9,1.4,4.9,7.794,A
12.5,0.3,13.3,5.6,0.4,1.5,5.6,8.116,B
12.6,0.1,13.8,5.3,0.3,1.4,5.8,8.145,B
11.7,0.3,14.2,5.4,0.9,1.8,5.2,7.834,B
12.1,0.2,10.8,5.6,0.5,1.9,5.2,7.668,A
12.5,0.2,14.2,3.2,1.6,1.5,5.6,8.09,B
12.6,0.1,12.3,3.1,1.6,1.2,5.3,7.911,B
12.5,0.2,12.9,3.8,1.4,1.6,5.4,7.994,B
11.3,0.1,14.3,3.8,1.5,1.6,5.6,7.52,A
12.2,0.1,14.2,3.8,1.6,1.2,3.2,7.95,B
12.5,0.2,14.7,3.8,1.8,1.3,3.1,8.186,B
12.8,0.3,14.2,3.1,1.2,1.4,3.8,8.225,B
12.9,0.2,13.2,4.3,1.9,1.5,3.8,8.285,B
12.5,0.3,14.8,4.6,0.5,1.2,3.8,8.19,B
12.5,0.2,14.8,4.1,1.9,1.2,3.8,8.219,B
12.7,0.3,14.6,3.7,1.3,1.6,3.1,8.271,B
12.3,0.3,13.3,3.8,1.5,1.4,4.3,7.952,B
13,0.2,13.8,4.3,1.4,1.5,4.6,8.365,B
12.7,0.3,14.2,3.9,1.6,1.3,4.1,8.251,B
12.5,0.3,10.8,4.3,1.5,1.4,3.7,7.837,B
12.6,0.2,14.2,4.4,0.7,1.2,3.8,8.158,B
12.3,0.2,12.3,3.7,1.2,1.6,4.3,7.815,A
12.8,0.3,12.9,3.5,1.6,1.6,7.9,8.155,B
12.5,0.3,14.3,4.7,1.3,1.3,4.3,8.199,B
12.7,0.2,14.2,4.1,0.8,1.2,4.4,8.193,B
13,0.3,11.9,5.2,0.9,1.4,3.7,8.224,B
12.8,0.2,14.9,5.8,0.3,1.2,3.5,8.402,B
10.8,0.2,14.6,3.2,1.5,1.5,4.7,7.274,A
12.4,0.2,13.7,3.5,1.6,1.9,4.1,8.027,B
12.5,0.3,14.2,3.4,1.4,1.4,5.2,8.108,B
11.3,0.3,12.3,4.5,1.3,1.5,5.8,7.393,A
11.5,0.2,13.4,3.8,1.8,1.2,9.3,7.552,A
10.8,0.3,13.8,4.9,1.1,1.5,9.1,7.309,A
10.9,0.2,14.7,4.5,0.9,1.4,8.9,7.385,A
11.2,0.3,14.2,5.9,0.4,1.5,8.9,7.577,A
12.2,0.2,13.2,2.7,0.3,1.6,9.3,7.731,A
12,0.3,14.8,2.8,0.9,2,7.4,7.87,B
11.7,0.4,14.8,3.3,0.4,1.3,5.8,7.717,A
12.8,0.5,14.6,3.9,1.6,1.2,3.4,8.377,B
12,0.5,13.3,3.5,1.6,1.8,9.6,7.843,B
12.2,0.5,13.8,5.2,1.4,1.2,7.7,8.076,B
11.9,0.3,14.2,5.8,1.5,1.7,9.1,7.994,B
11.8,0.2,10.8,5.2,1.6,1.9,9.2,7.556,A
12.5,0.5,14.2,2.8,0.8,1.2,8.9,8.062,B
12.7,0.5,12.3,3.2,1.2,1.4,9.6,8.032,B
12.2,0.4,12.9,4.5,1.8,1.5,9.2,7.953,B
11.1,0.1,14.3,3.4,1.5,1.2,9.1,7.376,A
11.9,0.4,14.2,3.9,1.3,0.9,8.7,7.837,B
12,0.2,13.7,3.5,1.5,0.6,8.7,7.769,A
12.1,0.3,12.4,4.5,1.6,1.3,9.2,7.813,A
11.1,0.3,14.6,3.5,1.4,1.2,8.7,7.447,A
12.2,0.1,13.6,3.2,1.1,1.3,8.1,7.822,A
12.8,0.3,13.5,3.2,1.6,1.2,4.6,8.178,B
11.8,0.2,12.9,3.2,1.6,1.6,4.6,7.614,A
12.6,0.2,12.4,4.9,1.5,1.4,8.2,8.069,B
11.8,0.1,14.9,3.5,1.9,0.9,7.7,7.805,A
11.7,0.1,14.6,3.9,1.5,1.3,9.1,7.745,A
11.5,0.2,13.7,3.6,1.3,1.3,9.2,7.542,A
11.6,0.2,14.2,3.3,1.4,1.4,8.9,7.631,A
12.5,0.1,13.2,3.2,1.7,1.2,9.6,7.964,B
12.9,0.3,13.4,3.5,1.6,1.9,9.1,8.267,B
12.8,0.3,13.8,3.1,0.5,0.9,8.7,8.123,B
12.2,0.3,14.7,2.8,1.9,1.4,8.7,7.996,B
12.8,0.3,14.2,3.6,1.5,1.7,6.8,8.29,B
11.9,0.2,13.2,3.5,1.3,1.9,8.1,7.709,A
12.5,0.2,14.8,3.6,1.9,1.8,7.4,8.208,B
12.1,0.1,14.8,3.2,1.4,1.9,6.2,7.934,B
13.8,0.3,14.6,3.1,1.2,1.8,6.1,8.781,C
13.9,0.2,13.3,4.3,1.6,1.9,7.3,8.793,C
13.1,0.4,13.8,2.8,1.2,1.6,5.6,8.342,B
13.9,0.2,12.5,3.6,1.2,1.9,7.9,8.64,B
13.5,0.2,10.8,2.5,1.2,2,6.3,8.197,B
13.9,0.2,14.2,1.9,0.3,0.4,9.6,8.577,B
13,0.1,12.3,2.5,1.6,0.9,9.1,8.057,B
13.9,0.3,12.9,3.1,1.2,1.6,9.3,8.653,B
13.3,0.2,14.3,2.8,1.8,1.6,9.3,8.488,B
13.9,0.3,14.2,3.6,1.8,1.4,9.1,8.846,C
13.3,0.1,14.2,3.5,1.6,1.5,8.1,8.491,B
13.5,0.4,13.5,3.6,1.3,1.9,8.1,8.586,B
13.1,0.1,13.6,3.2,1.4,1.8,8.9,8.31,B
13.9,0.2,14,3.1,1.5,1.8,9.6,8.769,C
13,0.2,12.4,4.3,1.2,1.6,9.1,8.217,B
13.8,0.2,12.8,2.8,1.3,1.9,9.3,8.57,B
13,0.3,10.6,3.6,1.1,1.6,9.3,8.002,B
13.8,0.4,12.6,2.5,1.1,1.6,9.1,8.545,B
13,0.2,13.7,1.9,1.4,1.3,8.1,8.179,B
13.9,0.1,13.6,2.5,1.5,1.2,8.1,8.643,B
12.9,0.4,14.6,3.2,1.4,1.6,8.9,8.362,B
13.9,0.1,13.6,3.5,1.8,1.2,9.1,8.731,C
13,0.1,13.5,4.5,1.9,1.3,9.3,8.351,B
13.8,0.1,10.2,4.6,1.5,1.5,9.1,8.412,B
12.7,0.5,15,4.8,1.2,1.4,8.4,8.414,B
13.8,0.5,13.2,4.1,1.6,1.5,7.7,8.763,C
11.9,0.2,14.6,4.2,1.6,1.9,8.4,7.916,B
13.8,0.3,13.7,4.1,1.2,1.6,9.1,8.753,C
13,0.2,14.2,5.1,1.3,1.8,9.2,8.467,B
13.8,0.2,12.3,5.1,1.4,1.6,8.9,8.675,C
12,0.2,13.4,5.1,1.5,1.2,9.6,7.875,B
13,0.4,13.8,5.2,1.2,1.3,7.7,8.448,B
13.1,0.1,14.7,5.8,1.2,1.2,9.1,8.566,B
12.9,0.4,14.2,5.2,1.6,1.5,9.2,8.47,B
13,0.3,13.2,5.2,1.4,0.5,8.9,8.348,B
12.6,0.1,14.8,5.6,1.5,0.9,9.6,8.318,B
13.1,0.1,14.8,5.3,1.3,1.2,9.2,8.547,B
12.5,0.3,14.6,5.4,1.4,1.6,9.1,8.296,B
12.4,0.1,13.3,5.6,1.2,1.3,8.7,8.066,B
11.5,0.2,13.8,3.2,1.6,1.4,8.7,7.546,A
13.2,0.4,14.2,3.1,1.6,1.5,9.2,8.473,B
13.3,0.1,10.8,3.8,1.3,1.2,8.7,8.142,B
13.2,0.1,14.2,3.8,1.2,1.3,8.1,8.43,B
13.4,0.5,12.3,3.8,1.4,1.1,4.6,8.424,B
12.5,0.3,12.9,3.8,1.2,1.1,4.6,7.982,B
13.1,0.2,14.3,3.1,1.5,1.6,9.1,8.391,B
13.7,0.2,14.2,4.3,1.9,1.5,8.7,8.785,C
13.7,0.5,13.9,4.6,1.4,1.4,8.7,8.802,C
12.8,0.3,13.3,4.1,1.5,1.8,6.8,8.239,B
13.2,0.1,12.7,3.7,1.2,1.9,8.1,8.297,B
13.6,0.1,12.8,3.8,1.5,1.5,7.4,8.516,B
13.2,0.3,13.9,4.3,1.4,1.2,6.2,8.483,B
13.5,0.1,14,3.9,1.5,1.6,6.1,8.597,B
13.2,0.2,13.6,4.3,1.6,1.6,7.3,8.461,B
13.4,0.4,13.2,4.4,2,1.2,5.6,8.576,B
13.3,0.1,14.9,3.7,1.3,1.3,7.9,8.549,B
13.3,0.1,15,3.5,1.2,1.4,6.3,8.543,B
13.1,0.5,12.3,4.7,1.8,1.5,9.6,8.377,B
13.2,0.3,14.8,4.1,1.2,1.2,9.1,8.547,B
13.3,0.2,13.5,5.2,1.7,1.2,8.1,8.554,B
13.5,0.2,12.5,5.8,1.9,1.6,8.1,8.624,B
13.2,0.5,14.8,3.2,1.2,1.4,8.9,8.532,B
13.4,0.2,14.6,3.5,1.4,1.5,9.1,8.589,B
13.6,0.2,13.3,5.2,1.5,1.3,9.3,8.676,C
13.3,0.1,13.8,3.2,1.2,1.4,9.1,8.402,B
13.3,0.1,12.5,2.8,0.9,1.2,8.4,8.218,B
13.2,0.2,10.8,4.5,0.6,1.6,7.7,8.135,B
13.3,0.1,14.2,4.2,1.3,1.6,8.4,8.526,B
13.1,0.2,12.3,3.8,1.2,1.3,9.1,8.21,B
13.3,0.1,12.9,5.4,1.3,1.2,9.2,8.464,B
13.3,0.1,14.3,5.7,1.2,1.4,8.9,8.627,B
13.1,0.2,15,5.6,1.6,1.2,9.6,8.626,B
13.2,0.2,14.2,5.2,1.4,1.5,7.7,8.568,B
13.3,0.3,13.5,5.6,0.9,1.9,9.1,8.582,B
12.2,0.1,13.6,5.2,1.3,1.4,9.2,7.978,B
12.7,0.1,14.2,5.1,1.3,1.5,8.9,8.285,B
13.4,0.2,12.4,4.9,1.4,1.2,9.6,8.455,B
13.9,0,12.8,5.1,1.2,1.5,9.2,8.719,C
11.4,0.1,10.6,4.8,1.9,1.4,9.1,7.286,A
12.5,0.1,12.6,5.1,0.9,1.5,8.7,8.001,B
13.8,0.1,13.7,4.3,1.4,1.6,8.7,8.739,C
13.6,0.2,13.6,5.9,1.7,1.2,9.2,8.763,C
13.5,0.1,14.6,4.1,1.9,1.3,8.7,8.683,C
13.9,0,13.6,5.6,1.8,1.2,8.1,8.858,C
14,0.1,13.5,4.8,1.9,1.8,8.1,8.892,C
12.5,0.2,10.2,5.9,1.8,1.2,8.9,7.879,B
12.8,0.4,14.7,4.3,1.9,1.7,9.1,8.433,B
12.4,0.2,14.9,5.7,1.6,1.9,9.3,8.301,B
13.8,0.3,14.6,4.5,1.9,1.2,9.1,8.897,C
14,0.3,13.7,3.8,2,1.4,8.4,8.872,C
12.8,0.4,14.2,4.3,0.4,1.5,7.7,8.285,B
14,0.2,12.3,4.6,0.9,1.2,8.4,8.694,C
13.5,0.3,13.4,4.1,1.6,1.1,9.1,8.577,B
13.9,0.3,13.8,3.7,1.6,1,9.2,8.785,C
14,0.1,14.7,3.8,1.4,1.3,8.9,8.892,C
12.5,0.3,14.2,4.1,1.5,1.2,9.6,8.155,B
12.7,0.2,13.2,4.3,1.9,1.3,7.7,8.177,B
11.9,0.2,14.8,3.9,1.8,0.9,9.1,7.887,B
12.4,0.1,14.8,4.3,1.8,0.4,9.2,8.125,B
11.8,0.1,14.6,4.1,1.6,1.9,8.9,7.839,B
12.5,0.2,13.3,4.3,1.9,0.5,9.6,8.055,B
13.6,0.2,13.8,3.7,1.6,0.8,9.2,8.607,B
13.2,0.1,14.2,5.4,1.6,1.3,9.1,8.566,B
13.6,0.3,10.8,4.2,1.3,1.5,8.7,8.372,B
14,0.3,14.2,4.9,1.2,1.4,8.7,8.951,C
12.9,0.3,12.3,4.5,1.6,1.6,9.2,8.215,B
13.2,0.3,12.9,4.6,1.2,1.5,8.7,8.404,B
12.9,0.2,14.3,4.4,1.3,0.7,8.1,8.334,B
13.5,0.2,14.2,5.3,1.5,1.2,8.6,8.719,C
12.5,0.1,13.9,5.9,1.4,1.6,4.9,8.221,B
13.8,0.3,13.3,5.7,1.5,1.3,8.2,8.831,C
13.8,0.2,12.7,4.3,1.9,0.8,6.2,8.657,B
12.5,0.4,12.8,5.8,1.6,0.9,6.1,8.148,B
12.4,0.2,13.9,3.9,1.8,0.3,7.3,8.023,B
13.6,0.2,9.7,4.3,1.6,1.5,5.6,8.267,B
14,0.2,13.6,4.9,1.2,1.6,7.9,8.879,C
13.2,0.1,13.2,4.9,1.3,1.4,6.8,8.417,B
13.5,0.3,14.9,3.3,1.2,1.3,8.4,8.655,B
12.5,0.2,9.2,3.1,1.5,1.8,9.6,7.589,A
12,0.3,12.3,4.9,0.5,1,9.1,7.703,A
14,0.1,14.8,2.8,0.9,0.9,9.3,8.786,C
13.1,0.4,13.5,3.4,1.2,0.4,9.3,8.306,B
13.1,0.1,12.5,4.5,1.6,0.3,9.1,8.243,B
12,0.2,14.5,3.8,1.3,0.9,8.1,7.87,B
12.3,0.2,12.4,4.9,1.4,1.4,8.1,7.913,B
12.3,0.2,12.8,4.5,1.5,1.6,8.9,7.939,B
12.7,0.3,10.6,5.9,1.2,1.6,9.1,8.019,B
12.4,0.4,12.6,2.7,1.3,1.4,9.3,7.863,B
12.5,0.2,13.7,2.8,1.1,1.5,9.1,7.982,B
13,0.1,13.6,3.3,1.1,1.6,8.4,8.241,B
12.3,0.4,14.6,3.9,1.6,0.8,7.7,8.091,B
14,0.1,13.6,3.5,1.5,1.2,8.4,8.763,C
12.9,0.1,13.5,5.2,1.4,1.8,9.1,8.34,B
12.2,0.1,10.2,5.8,1.8,1.5,9.2,7.714,A
13.1,0.5,14.9,5.2,1.9,1.3,8.9,8.67,C
12.5,0.5,14.9,2.8,1.5,1.5,9.6,8.186,B
12.9,0.2,14.6,3.2,1.2,1.6,7.7,8.31,B
11.2,0.3,13.7,4.5,1.6,1.4,9.1,7.497,A
12.8,0.2,14.2,3.4,1.6,1.1,9.2,8.238,B
12.9,0.2,12.3,3.9,1.2,1.6,8.9,8.129,B
12.8,0.2,13.4,3.5,1.3,1.6,9.6,8.167,B
13.8,0.4,13.8,4.5,1.4,1.5,9.2,8.819,C
12.9,0.1,14.7,3.5,1.5,1.9,9.1,8.351,B
12.5,0.5,14.2,3.2,1.2,1.5,8.7,8.126,B
12.7,0.3,13.2,3.2,1.2,1.3,8.7,8.078,B
12.7,0.1,14.8,3.2,1.6,1.4,9.2,8.226,B
13.1,0.1,14.8,4.9,1.4,1.7,8.7,8.545,B
13,0.3,14.6,3.5,1.5,1.6,8.1,8.419,B
12.5,0.1,13.3,3.9,1.3,1.6,8.1,8.015,B
11.6,0.2,13.8,3.6,1.4,1.9,8.9,7.632,A
11.7,0.4,14.2,3.3,1.2,1.5,9.1,7.713,A
12.5,0.1,10.8,3.2,1.6,1.3,9.3,7.722,A
12.5,0.1,14.2,3.5,1.6,1.9,9.1,8.107,B
12.5,0.5,12.3,3.1,1.3,1.4,8.4,7.931,B
12.7,0.3,12.9,2.8,1.2,1.2,7.7,8.016,B
12.3,0.2,14.3,3.6,1.4,1.6,8.4,8.02,B
12.5,0.2,14.2,3.5,1.2,1.2,9.1,8.075,B
11,0.1,14.9,3.6,1.5,0.4,9.2,7.368,A
13,0.1,14.6,3.2,1.9,1.2,8.9,8.366,B
10.8,0.1,13.7,3.1,1.4,0.3,9.6,7.103,A
11.3,0.2,14.2,4.3,1.5,1.6,7.7,7.565,A
10.8,0.1,13.2,2.8,1.2,1.2,9.1,7.056,A
12.2,0.1,13.4,3.6,1.5,1.8,9.2,7.874,B
12.8,0.1,13.8,2.5,1.4,1.4,8.9,8.115,B
12.2,0.2,14.7,1.9,1.5,1.8,9.6,7.905,B
12.5,0.1,14.2,2.5,1.6,1.9,9.2,8.037,B
12.2,0.2,13.2,3.2,1.2,1.5,9.1,7.816,A
12,0.1,14.8,4.8,1.3,1.2,8.7,7.962,B
12.2,0.2,14.8,4.4,1.2,1.6,8.7,8.064,B
11.8,0.4,14.6,3.6,1.8,1.6,9.2,7.864,B
